NM_001005484.2	NP_001005484.2
XM_006718858.4	XP_006718921.1
XM_011542869.3	XP_011541171.1
XM_047427509.1	XP_047283465.1
XM_017018221.3	XP_016873710.1
NM_004621.6	NP_004612.2
XM_047427511.1	XP_047283467.1
XM_011542968.4	XP_011541270.1
XM_047427510.1	XP_047283466.1
XM_047427998.1	XP_047283954.1
XM_047427997.1	XP_047283953.1
XM_017017466.3	XP_016872955.1
XM_011542735.4	XP_011541037.1
NM_178127.5	NP_835228.2
NM_001363543.2	NP_001350472.1
NM_020802.4	NP_065853.3
NM_032930.3	NP_116319.2
XM_005271713.5	XP_005271770.1
NM_001363505.2	NP_001350434.1
NM_001195005.2	NP_001181934.1
XM_005271378.4	XP_005271435.1
XM_005271381.4	XP_005271438.1
XM_005271380.4	XP_005271437.1
XM_005271383.4	XP_005271440.1
NM_001282101.2	NP_001269030.1
NM_001282100.2	NP_001269029.1
NM_001130145.3	NP_001123617.1
NM_001195044.2	NP_001181973.1
NM_001282099.2	NP_001269028.1
NM_001282098.2	NP_001269027.1
NM_001282097.2	NP_001269026.1
NM_006106.5	NP_006097.2
XM_011542555.3	XP_011540857.1
NM_001195045.2	NP_001181974.1
NM_001165.5	NP_001156.1
NM_182962.3	NP_892007.1
NM_001166.5	NP_001157.1
NM_001256166.2	NP_001243095.1
NM_001256163.1	NP_001243092.1
NM_052932.3	NP_443164.2
NM_002423.5	NP_002414.1
NM_004771.4	NP_004762.2
XM_011542950.4	XP_011541252.1
XM_011542948.3	XP_011541250.1
XM_011542949.3	XP_011541251.1
XM_017018120.2	XP_016873609.1
NM_022122.3	NP_071405.2
NM_002424.3	NP_002415.1
NM_001304442.2	NP_001291371.1
NM_001304441.2	NP_001291370.1
XM_011542834.3	XP_011541136.1
XM_011542835.3	XP_011541137.1
XM_047426965.1	XP_047282921.1
XM_047426966.1	XP_047282922.1
NM_002425.3	NP_002416.1
NM_001145938.2	NP_001139410.1
NM_002421.4	NP_002412.1
NM_002422.5	NP_002413.1
NM_002426.6	NP_002417.2
NM_002427.4	NP_002418.1
NM_001318740.2	NP_001305669.1
NM_032299.4	NP_115675.1
NM_001318741.2	NP_001305670.1
NM_001318739.2	NP_001305668.1
NM_001080463.2	NP_001073932.1
NM_001377.3	NP_001368.2
XM_017018291.2	XP_016873780.1
XM_006718903.3	XP_006718966.1
XM_017018293.2	XP_016873782.1
XM_017018292.2	XP_016873781.1
NM_033135.4	NP_149126.1
NM_025208.5	NP_079484.1
NM_001001711.3	NP_001001711.1
NM_001225.4	NP_001216.1
NM_033306.3	NP_150649.1
XM_011543019.2	XP_011541321.1
NM_001136110.3	NP_001129582.1
NM_001136109.3	NP_001129581.1
NM_004347.5	NP_004338.3
NM_001136112.3	NP_001129584.1
XM_017018395.2	XP_016873884.2
XM_017018394.2	XP_016873883.2
NM_033295.4	NP_150637.1
NM_033294.4	NP_150636.1
NM_033293.4	NP_150635.1
NM_001223.5	NP_001214.1
NM_033292.4	NP_150634.1
XM_017018393.2	XP_016873882.2
NM_001257119.3	NP_001244048.1
NM_001257118.3	NP_001244047.1
XM_017018396.2	XP_016873885.1
XM_047427675.1	XP_047283631.1
NM_052889.4	NP_443121.1
NM_001394580.1	NP_001381509.1
NM_021571.4	NP_067546.1
XM_006718823.3	XP_006718886.1
XM_024448454.2	XP_024304222.1
XM_047426831.1	XP_047282787.1
NM_001077243.3	NP_001070711.3
XM_005271518.4	XP_005271575.1
NM_000829.4	NP_000820.4
XM_017017610.3	XP_016873099.1
NM_001077244.2	NP_001070712.1
XM_017017609.2	XP_016873098.1
NM_001112812.2	NP_001106283.1
XM_024448455.2	XP_024304223.1
XM_011542777.4	XP_011541079.1
XM_017017611.3	XP_016873100.1
XM_047427709.1	XP_047283665.1
XM_017018416.2	XP_016873905.1
XM_017018417.2	XP_016873906.1
NM_032424.3	NP_115800.1
XM_011543022.4	XP_011541324.1
NM_001318750.1	NP_001305679.1
NM_001318749.1	NP_001305678.1
NM_001318748.1	NP_001305677.1
NM_001318747.1	NP_001305676.1
NM_152433.4	NP_689646.2
NM_001330359.2	NP_001317288.1
NM_198439.3	NP_940841.1
XM_006718767.4	XP_006718830.1
XM_011542618.3	XP_011540920.1
NM_015423.3	NP_056238.2
NM_000855.3	NP_000846.1
NM_001256424.2	NP_001243353.1
NM_152434.3	NP_689647.2
XM_047426419.1	XP_047282375.1
XM_011542620.4	XP_011540922.1
NM_001378133.1	NP_001365062.1
NM_138775.3	NP_620130.2
XM_047427870.1	XP_047283826.1
NM_001301010.3	NP_001287939.2
XM_047427871.1	XP_047283827.1
XM_017018557.2	XP_016874046.1
NM_001308018.2	NP_001294947.1
NM_018712.4	NP_061182.3
NM_001130037.2	NP_001123509.1
NM_003063.3	NP_003054.1
NM_017515.5	NP_059985.2
XM_047427146.1	XP_047283102.1
NM_017516.3	NP_059986.1
NM_003478.6	NP_003469.2
XM_017018363.3	XP_016873852.1
XM_005271682.3	XP_005271739.1
XM_047427640.1	XP_047283596.1
XM_011543013.3	XP_011541315.1
XM_047427641.1	XP_047283597.1
NM_001386682.1	NP_001373611.1
NM_001386681.1	NP_001373610.1
NM_001386685.1	NP_001373614.1
NM_001386686.1	NP_001373615.1
NM_001386677.1	NP_001373606.1
NM_000019.4	NP_000010.1
NM_001386679.1	NP_001373608.1
NM_001386678.1	NP_001373607.1
NM_001386687.1	NP_001373616.1
NM_001386688.1	NP_001373617.1
NM_001386690.1	NP_001373619.1
NM_001386691.1	NP_001373620.1
NM_001386689.1	NP_001373618.1
NM_002519.3	NP_002510.2
NM_001321307.1	NP_001308236.1
XM_011542854.3	XP_011541156.1
XM_011542840.4	XP_011541142.1
XM_047426977.1	XP_047282933.1
XM_006718843.5	XP_006718906.1
XM_047426979.1	XP_047282935.1
XM_017017790.3	XP_016873279.1
XM_047426975.1	XP_047282931.1
NM_001351834.2	NP_001338763.1
XM_047426978.1	XP_047282934.1
NM_000051.4	NP_000042.3
XM_011542842.4	XP_011541144.1
XM_011542843.3	XP_011541145.1
XM_047426981.1	XP_047282937.1
NM_001351835.2	NP_001338764.1
XM_047426976.1	XP_047282932.1
XM_005271562.6	XP_005271619.2
NM_001351836.2	NP_001338765.1
XM_011542844.4	XP_011541146.1
XM_006718845.3	XP_006718908.1
XM_047426461.1	XP_047282417.1
XM_047426467.1	XP_047282423.1
NM_001330368.2	NP_001317297.1
XM_047426463.1	XP_047282419.1
XM_047426473.1	XP_047282429.1
NM_001351110.2	NP_001338039.1
XM_047426462.1	XP_047282418.1
XM_047426459.1	XP_047282415.1
XM_047426458.1	XP_047282414.1
XM_047426466.1	XP_047282422.1
XM_047426460.1	XP_047282416.1
XM_047426471.1	XP_047282427.1
XM_047426470.1	XP_047282426.1
XM_047426476.1	XP_047282432.1
XM_047426477.1	XP_047282433.1
XM_011542643.3	XP_011540945.1
XM_047426469.1	XP_047282425.1
XM_047426464.1	XP_047282420.1
XM_047426478.1	XP_047282434.1
XM_047426474.1	XP_047282430.1
XM_011542641.3	XP_011540943.1
XM_005271413.4	XP_005271470.1
XM_005271412.4	XP_005271469.1
NM_152587.5	NP_689800.3
XM_047426472.1	XP_047282428.1
XM_047426465.1	XP_047282421.1
XM_047426468.1	XP_047282424.1
NM_001363502.2	NP_001350431.1
NM_001363503.2	NP_001350432.1
NM_153705.5	NP_714916.3
XM_047426422.1	XP_047282378.1
XM_011542621.3	XP_011540923.1
XM_047426421.1	XP_047282377.1
XM_017017398.2	XP_016872887.2
XM_017017397.2	XP_016872886.2
XM_047426624.1	XP_047282580.1
NM_001308019.2	NP_001294948.1
NM_015065.3	NP_055880.2
XM_011542696.3	XP_011540998.1
XM_047426627.1	XP_047282583.1
XM_011542700.3	XP_011541002.1
XM_017017400.2	XP_016872889.1
XM_047426626.1	XP_047282582.1
XM_011542698.3	XP_011541000.1
NM_001144763.2	NP_001138235.1
XM_047426629.1	XP_047282585.1
XM_047426628.1	XP_047282584.1
NM_001144765.2	NP_001138237.1
XM_017017403.2	XP_016872892.1
NM_001144764.2	NP_001138236.1
NM_004398.4	NP_004389.2
NM_207645.4	NP_997528.2
XM_011542818.3	XP_011541120.1
XM_011542817.3	XP_011541119.1
NM_033390.2	NP_203748.1
NM_001411037.1	NP_001397966.1
NM_001260493.2	NP_001247422.1
NM_001260495.2	NP_001247424.1
NM_001260496.2	NP_001247425.1
NM_001260492.2	NP_001247421.1
NM_001260494.2	NP_001247423.1
NM_002906.4	NP_002897.1
XM_047427390.1	XP_047283346.1
XM_047427391.1	XP_047283347.1
XM_047426566.1	XP_047282522.1
NM_004109.5	NP_004100.1
NM_001258418.2	NP_001245347.1
NM_001258416.2	NP_001245345.1
NM_001258417.2	NP_001245346.1
NM_020809.4	NP_065860.2
NM_001384657.1	NP_001371586.1
NM_001258415.2	NP_001245344.1
XM_005271628.4	XP_005271685.1
NM_198498.3	NP_940900.2
XM_011542804.3	XP_011541106.2
XM_017017196.3	XP_016872685.1
NM_001271458.2	NP_001258387.1
NM_001271457.2	NP_001258386.1
NM_001370484.1	NP_001357413.1
NM_001136105.3	NP_001129577.1
XM_017017199.2	XP_016872688.1
XM_047426365.1	XP_047282321.1
XM_017017200.2	XP_016872689.1
XM_047426364.1	XP_047282320.1
XM_017017197.2	XP_016872686.2
NM_006235.3	NP_006226.2
XM_017017932.2	XP_016873421.1
XM_005271593.3	XP_005271650.1
XM_006718860.5	XP_006718923.1
XM_006718859.2	XP_006718922.1
XM_047427137.1	XP_047283093.1
XM_011542876.3	XP_011541178.1
XM_024448589.2	XP_024304357.1
XM_024448591.2	XP_024304359.1
XM_024448592.2	XP_024304360.1
XM_024448587.2	XP_024304355.1
XM_024448588.2	XP_024304356.1
XM_024448590.2	XP_024304358.1
XM_011542880.3	XP_011541182.1
NM_017589.4	NP_060059.1
XM_011542879.3	XP_011541181.1
NM_001367974.1	NP_001354903.1
NM_001367975.1	NP_001354904.1
NM_001367976.1	NP_001354905.1
NM_001100388.2	NP_001093858.1
NM_207430.2	NP_997313.2
NM_001318799.1	NP_001305728.1
NM_001258390.2	NP_001245319.1
NM_178834.5	NP_849156.1
NM_001258391.2	NP_001245320.1
XM_006718769.5	XP_006718832.1
NM_015191.3	NP_056006.1
XM_017017417.2	XP_016872906.1
XM_024448600.2	XP_024304368.1
XM_047427193.1	XP_047283149.1
XM_047427194.1	XP_047283150.1
XM_047427195.1	XP_047283151.1
XM_047427191.1	XP_047283147.1
XM_047427190.1	XP_047283146.1
XM_047427192.1	XP_047283148.1
XM_047427189.1	XP_047283145.1
NM_181700.2	NP_859051.1
XM_017017960.2	XP_016873449.1
NM_181699.3	NP_859050.1
XM_047427196.1	XP_047283152.1
NM_001177563.2	NP_001171034.1
NM_001177562.2	NP_001171033.1
NM_002716.5	NP_002707.3
NM_001352409.1	NP_001339338.1
NM_001352418.1	NP_001339347.1
XM_017018314.3	XP_016873803.1
NM_001352417.1	NP_001339346.1
NM_001077690.1	NP_001071158.1
XM_024448695.2	XP_024304463.1
XM_005277723.6	XP_005277780.1
NM_024740.2	NP_079016.2
XM_006718913.4	XP_006718976.1
NM_001352410.1	NP_001339339.1
NM_001352413.1	NP_001339342.1
NM_001352412.2	NP_001339341.1
NM_001352414.2	NP_001339343.1
NM_001077692.2	NP_001071160.1
NM_001352420.2	NP_001339349.1
NM_001352421.2	NP_001339350.1
NM_001077691.2	NP_001071159.1
NM_001352422.2	NP_001339351.1
NM_001352423.2	NP_001339352.1
NM_001352411.2	NP_001339340.1
NM_001352416.1	NP_001339345.1
NM_001352419.1	NP_001339348.1
NM_001352415.1	NP_001339344.1
XM_047427609.1	XP_047283565.1
NM_138378.3	NP_612387.1
XM_011542957.4	XP_011541259.1
NM_022761.3	NP_073598.1
NM_001330371.2	NP_001317300.1
NM_001368245.1	NP_001355174.1
NM_001885.3	NP_001876.1
NM_001289808.2	NP_001276737.1
NM_001368246.1	NP_001355175.1
NM_001289807.1	NP_001276736.1
NM_001330379.1	NP_001317308.1
NM_001541.4	NP_001532.1
NM_080659.3	NP_542390.2
XM_017018466.3	XP_016873955.1
XM_024448743.2	XP_024304511.1
XM_017018467.2	XP_016873956.1
NM_001278542.2	NP_001265471.1
NM_001037954.4	NP_001033043.1
XM_024448742.2	XP_024304510.1
NM_033425.5	NP_219493.1
XM_047427787.1	XP_047283743.1
NM_001372042.1	NP_001358971.1
NM_001372031.1	NP_001358960.1
NM_001931.5	NP_001922.2
NM_001372033.1	NP_001358962.1
NM_001372035.1	NP_001358964.1
NM_001372032.1	NP_001358961.1
NM_001372039.1	NP_001358968.1
NM_001372041.1	NP_001358970.1
NM_001372038.1	NP_001358967.1
NM_001372040.1	NP_001358969.1
NM_001372034.1	NP_001358963.1
NM_001372036.1	NP_001358965.1
NM_001372037.1	NP_001358966.1
XM_017017205.3	XP_016872694.1
XM_047426368.1	XP_047282324.1
XM_017017204.3	XP_016872693.1
XM_017017203.3	XP_016872692.1
NM_001082619.2	NP_001076088.1
XM_024448350.2	XP_024304118.1
XM_017017201.3	XP_016872690.1
XM_047426366.1	XP_047282322.1
NM_138789.4	NP_620144.1
XM_024448349.2	XP_024304117.1
XM_047426369.1	XP_047282325.1
NM_018195.4	NP_060665.3
NM_001082970.2	NP_001076439.1
XM_047427197.1	XP_047283153.1
XM_047427198.1	XP_047283154.1
NM_001301019.2	NP_001287948.1
NM_001301021.2	NP_001287950.1
NM_001082969.2	NP_001076438.1
NM_001301017.2	NP_001287946.1
NM_012459.4	NP_036591.3
NM_001276506.2	NP_001263435.1
NM_003002.4	NP_002993.1
NM_001276503.2	NP_001263432.1
NM_001276504.2	NP_001263433.1
NM_001243211.2	NP_001230140.1
NM_001562.4	NP_001553.1
XM_011542805.2	XP_011541107.1
NM_001386420.1	NP_001373349.1
NM_031275.4	NP_112565.1
NM_031938.7	NP_114144.5
NM_001256398.3	NP_001243327.2
NM_001037290.4	NP_001032367.3
NM_001256397.3	NP_001243326.2
NM_001256400.3	NP_001243329.2
NM_000317.3	NP_000308.1
NM_001145024.1	NP_001138496.1
NM_001242607.2	NP_001229536.1
NM_001400616.1	NP_001387545.1
NM_001400621.1	NP_001387550.1
NM_001400615.1	NP_001387544.1
NM_181351.5	NP_851996.2
NM_001400624.1	NP_001387553.1
NM_001386290.1	NP_001373219.1
NM_001400623.1	NP_001387552.1
NM_001400620.1	NP_001387549.1
NM_001400618.1	NP_001387547.1
NM_000615.7	NP_000606.3
NM_001400617.1	NP_001387546.1
NM_001400622.1	NP_001387551.1
NM_001386292.1	NP_001373221.1
NM_001400614.1	NP_001387543.1
NM_001400619.1	NP_001387548.1
NM_001400612.1	NP_001387541.1
NM_001400609.1	NP_001387538.1
NM_001400608.1	NP_001387537.1
NM_001400604.1	NP_001387533.1
NM_001386289.1	NP_001373218.1
NM_001076682.4	NP_001070150.1
NM_001400605.1	NP_001387534.1
NM_001400607.1	NP_001387536.1
NM_001400603.1	NP_001387532.1
NM_001242608.2	NP_001229537.1
NM_001386291.1	NP_001373220.1
NM_001400610.1	NP_001387539.1
NM_001400606.1	NP_001387535.1
NM_001400611.1	NP_001387540.1
NM_001400613.1	NP_001387542.1
NM_001378064.1	NP_001364993.1
NM_001378065.1	NP_001364994.1
NM_001318533.2	NP_001305462.1
NM_017868.4	NP_060338.3
NM_001378063.1	NP_001364992.1
NM_001352037.2	NP_001338966.1
XM_017017475.2	XP_016872964.1
NM_178510.2	NP_848605.1
XM_011542736.3	XP_011541038.1
XM_011542737.3	XP_011541039.1
XM_011542738.2	XP_011541040.1
NM_016574.4	NP_057658.2
NM_000795.4	NP_000786.1
XM_017017296.3	XP_016872785.1
XM_047426511.1	XP_047282467.1
NM_001288749.2	NP_001275678.1
NM_001288750.2	NP_001275679.1
NM_001288752.2	NP_001275681.1
NM_030770.4	NP_110397.2
NM_001288751.2	NP_001275680.1
XM_017018558.3	XP_016874047.1
NM_004724.4	NP_004715.1
NM_001101389.1	NP_001094859.1
NM_001400807.1	NP_001387736.1
NM_001400809.1	NP_001387738.1
NM_001346268.2	NP_001333197.1
NM_001400813.1	NP_001387742.1
NM_001400799.1	NP_001387728.1
NM_001301029.2	NP_001287958.1
NM_001346261.2	NP_001333190.1
NM_001346269.2	NP_001333198.1
NM_001400810.1	NP_001387739.1
NM_001346260.2	NP_001333189.1
NM_001346272.2	NP_001333201.1
NM_001400801.1	NP_001387730.1
NM_001400788.1	NP_001387717.1
NM_001400793.1	NP_001387722.1
NM_001346259.2	NP_001333188.1
NM_001346257.2	NP_001333186.1
NM_001346253.2	NP_001333182.1
NM_001400789.1	NP_001387718.1
NM_001400784.1	NP_001387713.1
NM_001400805.1	NP_001387734.1
NM_001400800.1	NP_001387729.1
NM_001346262.2	NP_001333191.1
NM_001400791.1	NP_001387720.1
NM_001400790.1	NP_001387719.1
NM_001400802.1	NP_001387731.1
NM_001346267.2	NP_001333196.1
NM_001346264.2	NP_001333193.1
NM_001400803.1	NP_001387732.1
NM_001346263.2	NP_001333192.1
NM_001400792.1	NP_001387721.1
NM_001346258.2	NP_001333187.1
NM_020886.4	NP_065937.1
NM_001400786.1	NP_001387715.1
NM_001346252.4	NP_001333181.1
NM_001400812.1	NP_001387741.1
NM_001400806.1	NP_001387735.1
NM_001346271.2	NP_001333200.1
NM_001346265.2	NP_001333194.1
NM_001400787.1	NP_001387716.1
NM_001346254.2	NP_001333183.1
NM_001400785.1	NP_001387714.1
NM_001400795.1	NP_001387724.1
NM_001400811.1	NP_001387740.1
NM_001400804.1	NP_001387733.1
NM_001400796.1	NP_001387725.1
NM_001346255.2	NP_001333184.1
NM_001346270.2	NP_001333199.1
NM_001400797.1	NP_001387726.1
NM_001400794.1	NP_001387723.1
NM_001346273.2	NP_001333202.1
XM_024448767.2	XP_024304535.1
NM_006028.5	NP_006019.1
NM_001363563.2	NP_001350492.1
XM_047427869.1	XP_047283825.1
XM_017018552.3	XP_016874041.1
NM_213621.4	NP_998786.3
NM_000869.6	NP_000860.3
NM_001161772.3	NP_001155244.1
NM_001354750.2	NP_001341679.1
NM_006006.6	NP_005997.2
XM_005271658.6	XP_005271715.1
XM_047427563.1	XP_047283519.1
NM_001354751.2	NP_001341680.1
NM_001018011.3	NP_001018011.1
NM_001354752.1	NP_001341681.1
NM_001372047.1	NP_001358976.1
NM_001372046.1	NP_001358975.1
NM_001372045.1	NP_001358974.1
NM_006169.3	NP_006160.1
NM_019021.4	NP_061894.2
NM_001271562.2	NP_001258491.1
NM_001286045.2	NP_001272974.1
NM_016090.4	NP_057174.1
NM_001286046.2	NP_001272975.1
NM_001286047.2	NP_001272976.1
NM_001286048.2	NP_001272977.1
NM_015523.4	NP_056338.2
XM_017017209.2	XP_016872698.1
XM_017017207.2	XP_016872696.1
XM_011542604.3	XP_011540906.1
XM_017017212.2	XP_016872701.1
XM_017017211.2	XP_016872700.1
NM_182495.6	NP_872301.2
XM_017017206.2	XP_016872695.1
NM_152315.5	NP_689528.2
XM_011542598.4	XP_011540900.1
NM_001367953.1	NP_001354882.1
NM_001395504.1	NP_001382433.1
XM_047426372.1	XP_047282328.1
XM_047426371.1	XP_047282327.1
XM_011542599.4	XP_011540901.1
XM_011542597.4	XP_011540899.1
XM_011542596.4	XP_011540898.1
XM_047426373.1	XP_047282329.1
XM_047427150.1	XP_047283106.1
XM_047427148.1	XP_047283104.1
XM_047427151.1	XP_047283107.1
XM_047427149.1	XP_047283105.1
XM_047427147.1	XP_047283103.1
XM_047427152.1	XP_047283108.1
XM_011542881.3	XP_011541183.1
NM_017678.3	NP_060148.2
XM_011542882.3	XP_011541184.1
NM_001077639.2	NP_001071107.1
XM_006718865.4	XP_006718928.1
XM_011542883.3	XP_011541185.1
NM_001098517.2	NP_001091987.1
XM_005271494.4	XP_005271551.1
NM_001301045.2	NP_001287974.1
NM_014333.4	NP_055148.3
NM_001301044.2	NP_001287973.1
NM_001301043.2	NP_001287972.1
XM_047426695.1	XP_047282651.1
XM_017017457.3	XP_016872946.1
XM_047426691.1	XP_047282647.1
XM_047426690.1	XP_047282646.1
XM_047426693.1	XP_047282649.1
XM_047426692.1	XP_047282648.1
XM_047426694.1	XP_047282650.1
NM_001159736.2	NP_001153208.1
NM_032725.4	NP_116114.1
XM_011543035.3	XP_011541337.1
NM_001317086.2	NP_001304015.1
NM_003904.5	NP_003895.1
XM_047427804.1	XP_047283760.1
NM_001166598.2	NP_001160070.1
NM_052968.5	NP_443200.2
NM_001371904.1	NP_001358833.1
NM_000482.4	NP_000473.2
NM_000040.3	NP_000031.1
NM_001318021.1	NP_001304950.1
NM_000039.3	NP_000030.1
NM_001318018.2	NP_001304947.1
NM_001318017.2	NP_001304946.1
XM_047426866.1	XP_047282822.1
XM_017017424.2	XP_016872913.1
XM_047426672.1	XP_047282628.1
XM_005271482.5	XP_005271539.2
XM_005271484.4	XP_005271541.2
XM_011542722.2	XP_011541024.1
NM_001366686.3	NP_001353615.1
XM_011542725.3	XP_011541027.1
XM_011542724.3	XP_011541026.1
XM_011542723.3	XP_011541025.1
XM_017017425.2	XP_016872914.1
XM_017017426.2	XP_016872915.1
XM_047426673.1	XP_047282629.1
XM_005271485.4	XP_005271542.1
NM_001281749.3	NP_001268678.1
NM_025164.6	NP_079440.3
NM_001281748.3	NP_001268677.1
XM_047426671.1	XP_047282627.1
XM_011542726.2	XP_011541028.1
XM_047426674.1	XP_047282630.1
NM_001366687.1	NP_001353616.1
XM_047426676.1	XP_047282632.1
XM_047426675.1	XP_047282631.1
XM_047427042.1	XP_047282998.1
XM_047427045.1	XP_047283001.1
XM_047427043.1	XP_047282999.1
NM_001184746.2	NP_001171675.1
NM_001184747.2	NP_001171676.1
NM_001184748.2	NP_001171677.1
NM_002572.4	NP_002563.1
NM_001309431.2	NP_001296360.1
XM_017017840.2	XP_016873329.1
XM_047427044.1	XP_047283000.1
NM_001040455.2	NP_001035545.1
NM_001001522.2	NP_001001522.1
NM_003186.5	NP_003177.2
NM_004716.4	NP_004707.2
XM_006718940.5	XP_006719003.1
XM_047427866.1	XP_047283822.1
XM_047427864.1	XP_047283820.1
XM_047427861.1	XP_047283817.1
XM_047427865.1	XP_047283821.1
XM_047427863.1	XP_047283819.1
XM_047427862.1	XP_047283818.1
NM_207343.4	NP_997226.2
NM_001077239.2	NP_001070707.1
NM_001278249.2	NP_001265178.1
NM_138973.4	NP_620429.1
NM_138971.4	NP_620427.1
NM_138972.4	NP_620428.1
NM_012104.6	NP_036236.1
NM_001411039.1	NP_001397968.1
NM_001207049.3	NP_001193978.1
NM_001207048.3	NP_001193977.1
NM_001271933.2	NP_001258862.1
XM_006718788.2	XP_006718851.1
XM_047426570.1	XP_047282526.1
XM_047426578.1	XP_047282534.1
XM_047426581.1	XP_047282537.1
XM_047426582.1	XP_047282538.1
XM_011542674.2	XP_011540976.1
XM_017017369.2	XP_016872858.1
XM_017017368.2	XP_016872857.1
XM_017017370.2	XP_016872859.1
XM_047426576.1	XP_047282532.1
XM_047426574.1	XP_047282530.1
XM_005271453.2	XP_005271510.1
XM_047426571.1	XP_047282527.1
XM_047426569.1	XP_047282525.1
XM_047426572.1	XP_047282528.1
XM_047426579.1	XP_047282535.1
XM_047426583.1	XP_047282539.1
XM_047426580.1	XP_047282536.1
XM_047426584.1	XP_047282540.1
XM_017017371.2	XP_016872860.1
XM_017017372.2	XP_016872861.1
XM_047426575.1	XP_047282531.1
XM_047426573.1	XP_047282529.1
XM_005271457.2	XP_005271514.1
XM_047426585.1	XP_047282541.1
XM_047426596.1	XP_047282552.1
XM_005271456.2	XP_005271513.1
XM_047426587.1	XP_047282543.1
XM_047426588.1	XP_047282544.1
XM_047426592.1	XP_047282548.1
XM_047426597.1	XP_047282553.1
XM_047426594.1	XP_047282550.1
XM_047426598.1	XP_047282554.1
XM_047426590.1	XP_047282546.1
XM_047426589.1	XP_047282545.1
XM_047426599.1	XP_047282555.1
XM_006718794.2	XP_006718857.1
XM_047426591.1	XP_047282547.1
XM_047426600.1	XP_047282556.1
XM_047426604.1	XP_047282560.1
XM_047426602.1	XP_047282558.1
XM_047426606.1	XP_047282562.1
XM_017017367.2	XP_016872856.1
XM_047426586.1	XP_047282542.1
XM_047426593.1	XP_047282549.1
XM_047426595.1	XP_047282551.1
XM_047426601.1	XP_047282557.1
XM_047426605.1	XP_047282561.1
XM_047426603.1	XP_047282559.1
NM_014956.5	NP_055771.4
XM_047426577.1	XP_047282533.1
XM_011542918.2	XP_011541220.1
NM_020693.4	NP_065744.3
XM_011542917.3	XP_011541219.1
XM_011542919.2	XP_011541221.1
XM_011542924.3	XP_011541226.1
XM_011542921.2	XP_011541223.1
XM_011542925.2	XP_011541227.1
NM_001367904.1	NP_001354833.1
NM_001367905.1	NP_001354834.1
NM_001243598.4	NP_001230527.1
NM_001204268.3	NP_001191197.1
NM_021603.4	NP_067614.1
NM_001680.5	NP_001671.2
NM_001164831.3	NP_001158303.1
NM_022003.4	NP_071286.1
NM_001164832.3	NP_001158304.1
NM_001164837.3	NP_001158309.1
NM_001164836.3	NP_001158308.1
NM_001206789.2	NP_001193718.1
NM_001077263.3	NP_001070731.1
NM_001244995.2	NP_001231924.1
NM_001206790.2	NP_001193719.1
XM_047426882.1	XP_047282838.1
NM_001558.4	NP_001549.2
XM_047426884.1	XP_047282840.1
XM_047426883.1	XP_047282839.1
NM_001394166.1	NP_001381095.1
NM_001394165.1	NP_001381094.1
NM_001394164.1	NP_001381093.1
XM_024448283.2	XP_024304051.1
NM_001354434.2	NP_001341363.1
XM_005271613.5	XP_005271670.1
XM_011542901.3	XP_011541203.1
XM_011542902.3	XP_011541204.1
XM_005271614.4	XP_005271671.1
XM_047427259.1	XP_047283215.1
XM_005271615.4	XP_005271672.1
NM_019894.4	NP_063947.2
NM_001083947.2	NP_001077416.2
NM_001290094.2	NP_001277023.2
NM_001173551.2	NP_001167022.2
XM_047427260.1	XP_047283216.1
NM_001290096.2	NP_001277025.2
NM_001173552.2	NP_001167023.2
XM_011542903.4	XP_011541205.1
XM_011542904.3	XP_011541206.1
NM_001142348.2	NP_001135820.1
NM_174934.4	NP_777594.1
NM_001142349.2	NP_001135821.1
NM_004588.5	NP_004579.1
NM_001286570.2	NP_001273499.1
NM_001098526.2	NP_001091996.1
NM_001286571.2	NP_001273500.1
NM_153206.3	NP_694938.2
NM_001286152.2	NP_001273081.1
NM_198275.3	NP_938016.1
XM_006718775.3	XP_006718838.1
NM_005797.4	NP_005788.1
NM_144765.3	NP_658911.1
XM_047426229.1	XP_047282185.1
NM_000733.4	NP_000724.1
NM_001040651.2	NP_001035741.1
NM_000732.6	NP_000723.1
NM_000073.3	NP_000064.1
XM_006718941.4	XP_006719004.1
XM_005271724.5	XP_005271781.1
NM_004788.4	NP_004779.2
NM_001204077.2	NP_001191006.1
NM_006476.5	NP_006467.4
XM_011542829.3	XP_011541131.1
NM_001412597.1	NP_001399526.1
XM_011542830.3	XP_011541132.1
XM_047426963.1	XP_047282919.1
XM_011542833.3	XP_011541135.1
NM_001197104.2	NP_001184033.1
NM_005933.4	NP_005924.2
XM_006718839.4	XP_006718902.2
XM_047426964.1	XP_047282920.1
NM_001346096.2	NP_001333025.1
NM_001346097.2	NP_001333026.1
NM_001080441.4	NP_001073910.1
NM_001346098.2	NP_001333027.1
XM_047427725.1	XP_047283681.1
XM_047427741.1	XP_047283697.1
XM_047427743.1	XP_047283699.1
NM_001144037.2	NP_001137509.1
XM_047427727.1	XP_047283683.1
XM_047427740.1	XP_047283696.1
NM_001144038.2	NP_001137510.1
XM_047427739.1	XP_047283695.1
XM_047427746.1	XP_047283702.1
XM_047427726.1	XP_047283682.1
XM_047427742.1	XP_047283698.1
XM_047427721.1	XP_047283677.1
XM_047427720.1	XP_047283676.1
XM_047427723.1	XP_047283679.1
XM_024448724.2	XP_024304492.1
